code,handle,title,decision,n_images,image_verified,image_match_score,image_sources,primary_url,id,thumbnail
KB1-PS060,leka-project-vc4zqrqq,Roadster Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWSAFJK5WMCHANMRDTG3KH,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS061,leka-project-q1u1r6nm,Truck Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWSAX6TVYER1VYJT4SAEWD,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS062,leka-project-4zx3eprr,School Bus General Book Storage Set,vendor_doc_no_images,0,,,,,prod_01KNKWSBBQHF2RMNSECKK0GBWT,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS063,leka-project-4r9k3arl,House Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWSBSB9T8D3VS125NYC1ZA,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS064,leka-project-aluo88ay,Ladybird Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWSC7NQVVFQRNWZPCKDYQD,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS1A029,leka-project-sk42nghu,Lite Elephant Movable Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWSCNZ0FFCMKW1TWJK5WD0,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS1A030,leka-project-y810eu6u,Lite Crocodile Movable Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWSD3MZXF626HXB7EBJFET,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS1A031,leka-project-gqtkcf0h,Lite Tiger Movable Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWSDGMWM0MPYBHRYVBGH2T,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS1A032,leka-project-gf11ppka,Lite Cow Movable Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWSDY8T3HHQ393349W72XT,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS1A033,leka-project-x62f6il4,Lite Giraffe Mobile Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWSEC6KXJM6WHWQT04CA7F,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-PS1B034,leka-project-6bn7bk5y,Economy Reading Sofa Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWSESFZV6QSE4XYW8FPE5Z,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-QBA01021-V03,leka-project-8r7cucge,Ocean-2 Shelf Cabinet with Sea Horse Door,vendor_doc_no_images,0,,,,,prod_01KNKWSK437AXE0K1YAP46XBX0,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-QBA01022-V03,leka-project-dh6twd0v,Ocean-2 Shelf Cabinet with Sea Turtle Door,vendor_doc_no_images,0,,,,,prod_01KNKWSKJ1YRGQ0FSCZKE10X2E,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-QBA04011-V02,leka-project-encftxs1,Castle-2 Compartment Cabinet,vendor_doc_no_images,0,,0.3,"The product description states 'Castle-2 Compartment Cabinet', but the image clearly depicts a bench with a prominent horse motif on the backrest, not a castle. While it has two compartments and is furniture, the thematic element 'Castle' does not match the 'Horse' in the image.",,prod_01KNKWSW8YCVFA3222DFCBDN82,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-RP211-V01,leka-project-5euidc3y,Fruit Stall,vendor_doc_no_images,0,,,,,prod_01KNKWT0DCCC36G1WZY4CN3A7M,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-RP213,leka-project-nzd2rht5,Recreational Vehicle,vendor_doc_no_images,0,,,,,prod_01KNKWT1B285BGRB5M29F2T2MR,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-RP310-V02,leka-project-lnoasqme,Take-Out Restaurant,vendor_doc_no_images,0,,,,,prod_01KNKWT5Q9H7CFQZF91DHTMCN1,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-RP409,leka-project-th7gj2a3,Role Play Wallboard-Entrance,vendor_doc_no_images,0,,1.0,"The image displays a toy toolbox with play tools, which does not match the product description 'Role Play Wallboard-Entrance'. The described product suggests a piece of furniture or a wall-mounted play panel.",,prod_01KNKWTA1T5F5140K2K0A9HY17,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-RP419-P05,leka-project-auri4yrk,Wallboard-Pirate,vendor_doc_no_images,0,,0.2,"The image displays a green dinosaur ride-on toy, which does not match the catalog description of 'Wallboard-Pirate'. The product type in the image is a ride-on toy, not a wallboard, and the theme is a dinosaur, not a pirate.",,prod_01KNKWTCN7DE6YDDNF7YHWKM88,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF033-V03,leka-project-835grivu,Art & Craft Drying Rack,vendor_doc_no_images,0,,,,,prod_01KNKWTWQ1TNJX9G3DK2EWVFQE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF053,leka-project-o1otrwmi,Art & Craft Storage Cart,vendor_doc_no_images,0,,,,,prod_01KNKWV0ZB08S79ZXPBAPD81JD,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF054,leka-project-fda2emnl,Desktop Storage Rack,vendor_doc_no_images,0,,,,,prod_01KNKWV1KNK4EEA9CGHQZAAYS5,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF055,leka-project-znqk3hi7,General Storage Rack,vendor_doc_no_images,0,,,,,prod_01KNKWV21NVYZ9NH7E203Q4J73,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF056,leka-project-t0nxnrhp,Mobile Weaving Net Room Divider Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWV2FWCZW83234AKE6WSEW,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF057,leka-project-l7ufvcg6,Mobile Shelves Room Divider Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWV2XE8Y6Q8P2JBWN3X2XX,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF058,leka-project-4e5mu5ur,Mobile Grid Panel Room Divider Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWV3B3W59HCAR5GF7HZX77,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF059,leka-project-nxja1pso,Storage Rack - Holey Shelves H180,vendor_doc_no_images,0,,,,,prod_01KNKWV3RRENRQMY2FGC7XZRRN,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF060,leka-project-taggejwe,Storage Rack - Blackboard H180,vendor_doc_no_images,0,,,,,prod_01KNKWV46YCEQRH3JRSXECH80Z,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF061,leka-project-7w9gn0vp,Storage Rack H120,vendor_doc_no_images,0,,,,,prod_01KNKWV4MM75NFGMENE8A6VQH2,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF062,leka-project-81qzpevk,Storage Rack H180,vendor_doc_no_images,0,,,,,prod_01KNKWV521F6D6JYKHWJQ6WTFA,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF063,leka-project-530dq0gm,Storage Rack - Grid Panel H180,vendor_doc_no_images,0,,,,,prod_01KNKWV5GFS50WGX580WBVB9GT,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF064,leka-project-p9rbbja9,Drying Rack,vendor_doc_no_images,0,,,,,prod_01KNKWV64QKJWQ8FPF6A5QV6T3,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF065,leka-project-fxtvq1lx,Tray Storage Rack H180,vendor_doc_no_images,0,,,,,prod_01KNKWV6JBMSW11CCA6YBBVKR6,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF066,leka-project-mld4xda5,Open Tray Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWV70B9AJHYBJZ78K794WY,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF067,leka-project-8ftg8cwf,2-Tier High Capacity Drying Rack,vendor_doc_no_images,0,,,,,prod_01KNKWV7FTRN6T3QV19RQKQSMZ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF068,leka-project-sd2iogv1,Paper Roll Storage Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWV7XYXFDHWRBV372VERS8,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF069,leka-project-epukb7yj,Art & Carft Material Table,vendor_doc_no_images,0,,,,,prod_01KNKWV8C4YV6MZRP4G9P42WZG,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF070,leka-project-ra6695hj,Mobile Double-sided Paper Roll Easel,vendor_doc_no_images,0,,,,,prod_01KNKWV8TJCKZ714P5VJQD2FRN,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF071,leka-project-2uv0b62n,Display FrameSet,vendor_doc_no_images,0,,,,,prod_01KNKWV99145K2NJMV3NYF0X1Z,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TF072,leka-project-ldffo97n,Double-sided Drawing Board,vendor_doc_no_images,0,,,,,prod_01KNKWV9PCRKRNCJX4YAFGFC8F,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TKC1A010,leka-project-ki6by88m,The Fairy Kingdom-45 Degree Curved Cabine,vendor_doc_no_images,0,,0.9,"The description specifies a '45 Degree Curved Cabine', but the cabinet in the image is primarily rectilinear with straight lines and compartments, not exhibiting a prominent 45-degree curve as a defining feature.",,prod_01KNKWVDFMRTXRN85GZGYYY9VC,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR001-V01-39,leka-project-hdzw43pn,Colorful Tray-L,vendor_doc_no_images,0,,1.0,"The description specifies 'Colorful Tray-L,' but the trays in the image are a single, neutral light beige color and are not colorful.",,prod_01KNKWVH2S0YQ53NJSRECXT5VJ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR001-V01-57,leka-project-louxe4lq,Colorful Tray-L,vendor_doc_no_images,0,,1.0,"The product in the image is uniformly light beige/off-white and not colorful, which contradicts the 'Colorful' part of the description.",,prod_01KNKWVHFK37PD1TRG4WZGN6M5,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR001-V01-69,leka-project-r4m678ro,Colorful Tray-L,vendor_doc_no_images,0,,0.8,"The description states 'Colorful Tray-L', but the trays in the image are a uniform light beige/tan color, not colorful.",,prod_01KNKWVHWDKMV5K2SVAJ43E3ZD,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR001-V01-70,leka-project-1n3ou6he,Colorful Tray-L,vendor_doc_no_images,0,,0.2,"The trays in the image are not colorful as described, and they do not appear to be furniture or a children's playground/outdoor equipment product as indicated by the context.",,prod_01KNKWVJFPM9J95NZ46W033N84,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR001-V01-71,leka-project-zsleb0i8,Colorful Tray-L,vendor_doc_no_images,0,,0.8,"The description states 'Colorful Tray-L', but the containers in the image are a single, neutral color (light beige/tan), not colorful. Also, while they could be 'trays', they appear to be more like small pots or storage containers, and their size ('L') is difficult to determine, though they look relatively small.",,prod_01KNKWVJXJSDATPDY9WT46M0AM,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR001-V01-76,leka-project-1khl5xzz,Colorful Tray-L,vendor_doc_no_images,0,,1.0,"The items in the image are not colorful as described, nor do they appear to be furniture. They do not fit the expected product type of children's playground/furniture/outdoor equipment.",,prod_01KNKWVKAWP855KK8KAWKCZBWZ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR001-V01-77,leka-project-ysvt0bvn,Colorful Tray-L,vendor_doc_no_images,0,,0.8,"The product description specifies 'Colorful Tray-L', but the items in the image are a single muted beige color, not colorful. Additionally, the category is 'furniture', which these small, individual containers do not appear to be.",,prod_01KNKWVKSBHNZV04AYQKTZNJGN,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR002-V01-27,leka-project-ta5kzi8a,Colorful Tray-S,vendor_doc_no_images,0,,0.9,"The image shows modular building blocks and connectors, not a 'tray' as described in the product details.",,prod_01KNKWVMNCFXCB9SADHTCFHSFV,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR002-V01-39,leka-project-1odetgq9,Colorful Tray-S,vendor_doc_no_images,0,,1.0,"The image displays a brown woven basket, which does not match the 'Colorful Tray-S' description due to the color (brown vs. colorful) and product type (basket vs. tray).",,prod_01KNKWVN36WV10MDH1G3J89PJC,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR002-V01-69,leka-project-i8snckh0,Colorful Tray-S,vendor_doc_no_images,0,,1.0,"The image shows a natural brown woven basket/bin, while the description specifies a 'Colorful Tray-S'. The product in the image is not a tray and is not colorful.",,prod_01KNKWVNXST5V7M7DKQXJZNY58,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR002-V01-70,leka-project-mzjrlw2t,Colorful Tray-S,vendor_doc_no_images,0,,0.3,"The catalog description specifies 'Colorful Tray-S', but the item in the image is a natural brown color and not colorful.",,prod_01KNKWVPBF3AYPZZC2FP4AG9JF,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR002-V01-71,leka-project-0djq0uux,Colorful Tray-S,vendor_doc_no_images,0,,0.3,"The image displays a deep, brown woven storage basket with handles, which does not match the description of a 'Colorful Tray-S'.",,prod_01KNKWVPRS5PX3CFWFADDDEXF4,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR002-V01-76,leka-project-gc8upehw,Colorful Tray-S,vendor_doc_no_images,0,,0.1,"The image shows a brown woven basket, which does not match the product description of 'Colorful Tray-S'. The item's color and form are inconsistent with the description.",,prod_01KNKWVQ5J7C0Q60WTJHPFVTXB,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-TR012-78,leka-project-sfbl4aos,Tools Box D,vendor_doc_no_images,0,,0.9,"The product is a generic plastic storage bin, which does not fit the specific context of a children's playground product, outdoor equipment, or specific furniture for such environments, despite being a 'Tools Box' and potentially falling under a broad 'furniture' category.",,prod_01KNKWVT6HACRXPYK5VMG1N2DV,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-VN1A-TB,leka-project-c9iup8nx,Vienna-Accessory Plate With Castors for,vendor_doc_no_images,0,,,,,prod_01KNKWVYBZTJNEVT5E4H9T1N5J,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-VN1A001-30,leka-project-z37c5p1f,Vienna-3 Shelf Multi-storage Cabinet - Maple,vendor_doc_no_images,0,,,,,prod_01KNKWVYSCXP07ZBBZAD9RBRY2,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-VN1A002-30,leka-project-qgnuhx8t,Vienna-8 Compartment Cabinet- Maple,vendor_doc_no_images,0,,,,,prod_01KNKWVZ6TBX5S7KANHTCGATY5,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-VN1A008-30,leka-project-dpiri3fp,Vienna-Open Back 5 Compartment Cabinet - Maple,vendor_doc_no_images,0,,,,,prod_01KNKWVZKX3MQHY2ZH8HVGG59Z,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-VN1A016-30,leka-project-34bl3jo3,Vienna-Tray Storage - Maple,vendor_doc_no_images,0,,,,,prod_01KNKWW01010HTXY9EEXAP14PY,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-VN1A017-30,leka-project-fnwto3c1,Vienna-3 Shelf Cabinet - Maple,vendor_doc_no_images,0,,,,,prod_01KNKWW0ESTRA7377YA128NCBX,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-VN1A023-30,leka-project-0705ulnb,Vienna-12 Compartment Cabinet - Maple,vendor_doc_no_images,0,,,,,prod_01KNKWW0W0YHQ0HDK2SF5MV2M2,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-VN1A035-30,leka-project-k1gchh66,Vienna-Open Back 8 Compartment Cabinet - Maple,vendor_doc_no_images,0,,,,,prod_01KNKWW1AAMA9D494QVW49X06D,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-VNX005-V05,leka-project-wehgob8r,KB1-VNX005-V05,vendor_doc_no_images,0,,,,,prod_01KNKWW1SWXMNMJEMCEK771KRJ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1A029-V01,leka-project-qhpt181m,ElfCabin-Loft,vendor_doc_no_images,0,,,,,prod_01KNKWW5V75DJ8MJAAVQH19CE3,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B002-30,leka-project-4ey43q2e,Venice - 8 Compartment Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWW68HMFV8WPK1K6A3TEFZ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B004-30,leka-project-mbll2yfi,Venice - Open Back 5 Compartment Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWW6PEQZC66GY8DFSM9E21,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B007-30,leka-project-kcxttqwl,Venice - 3 Shelf Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWW73XM12NV9MKAGAPXE42,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B008-30,leka-project-xnaamal5,Venice - Tray Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWW7J36RCZ8RK14FR1VMXJ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B010-30,leka-project-h3ddz5sr,Venice - Open Back 2 Shelf Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWW80HYTMVEQH19TPT8698,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B011-30,leka-project-e8z1ekwy,Venice - Double-sided Book Stand,vendor_doc_no_images,0,,,,,prod_01KNKWW8EEEPQ5VH2QH2PC8ZDV,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B012-30,leka-project-5bnm30fg,Venice - 12 Compartment Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWW8VXNQM7W2HPBXRTW2PX,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B013-30,leka-project-nux1qvao,Venice - Mobile Double-sided Book Storage,vendor_doc_no_images,0,,,,,prod_01KNKWW99HEQRD18MSX4R7BAV7,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B014-30,leka-project-g2dk1oux,Venice - 90-Degree Corner Unit,vendor_doc_no_images,0,,,,,prod_01KNKWW9PY28QMCPM3M3PA5Y0Q,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B015-30,leka-project-54n9zwz7,Venice - 2 Shelf 45 Degree Curved Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWWABKJDHAA0HGEKD5EWTE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B016-30,leka-project-atxtlhgw,Venice - Art & Craft Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWWAVBRDRFG2SQT9CQNWYB,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B017-30,leka-project-q3ox34ui,Gastronome Kitchen Set,vendor_doc_no_images,0,,,,,prod_01KNKWWB8NK1KYZFWBH7TTT3WD,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B018-57,leka-project-s2fwsxue,Venice - Cosy Nook,vendor_doc_no_images,0,,,,,prod_01KNKWWBPDFJ83J337B149E87F,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B019-104,leka-project-t22tz3uy,Venice - Double Seater Lounge,vendor_doc_no_images,0,,,,,prod_01KNKWWC4DXR0SAAZ8ZDKHHXYB,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B020-104,leka-project-40bb91rq,Venice - Single Seater Lounge,vendor_doc_no_images,0,,,,,prod_01KNKWWCJP8CZWDK6WWG0W96Y0,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B021-30,leka-project-urty1w6p,Venice - Coffee Table,vendor_doc_no_images,0,,,,,prod_01KNKWWCZY37T5YTW2T7XWTCQR,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B022-30,leka-project-h2kx4eep,Venice - Multi-function House,vendor_doc_no_images,0,,,,,prod_01KNKWWDD1QF0WKWPD7KFK9KTR,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNS1B036-30,leka-project-kjeej4m1,Venice - Open Back 3 Shelf Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWWDSW625Q9TP15K650F9G,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNX1B006-30,leka-project-9soiqow8,Little Venice Forest - 2 Shelf Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWWE756BVWD2XC6CTS5JPE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNX1B007-30,leka-project-cic5gd5q,Little Venice Forest - 3 Shelf Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWWETMMGEVD0S4V6KBBCJE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNX1B008-30,leka-project-yys2g28q,Little Venice Forest - Tray Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWWF7TVWNZAF6J1CW4484Z,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNX1B010-30,leka-project-53vm6olz,Little Venice Forest - Open Back 2 Shelf Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWWFN2TQ5H7V121KE2AC2T,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNX1B014-30,leka-project-x9y89ydg,Little Venice Forest - 90 Degree Corner Cabinet,vendor_doc_no_images,0,,,,,prod_01KNKWWGEQ2RE91NP524HNRRTR,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNX1B018,leka-project-9mxzhnq6,Little Venice Forest - Cosy Nook,vendor_doc_no_images,0,,,,,prod_01KNKWWGW2M8D9AP7KFJHN632B,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNX1B034-30,leka-project-kkdb15g1,Little Venice Forest - Toddler Book Stand,vendor_doc_no_images,0,,,,,prod_01KNKWWH9F9D4CXWKB4JRQR3YN,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-WNX1B035-30,leka-project-fsa4hnn4,Little Venice Forest - Corner Space,vendor_doc_no_images,0,,,,,prod_01KNKWWHPMSSTA1Y74SVQZMTRE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-YDC-TBM-30,leka-project-b4grnrd3,Athens Garden-Accessory Plate With Castors for Cabinets Moving-M,vendor_doc_no_images,0,,,,,prod_01KNKWWJYHSTDPABQKPFHV4WJC,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-YDC-TBS-V01-30,leka-project-x6cqjy1c,Athens Garden-Accessory Plate With Castors for Cabinets Moving-S,vendor_doc_no_images,0,,0.95,"The image shows a complete shelving unit or cabinet, but the product description is for an 'Accessory Plate With Castors for Cabinets Moving', which is a separate component for mobility, not the cabinet itself.",,prod_01KNKWWKJA3R18DR5PV682H9XP,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-YDC002-V01-3057,leka-project-ywztunea,AthensGarden-8CompartmentCabinet,vendor_doc_no_images,0,,1.0,"The image displays a cabinet with 10 compartments, whereas the product description specifies an '8CompartmentCabinet'.",,prod_01KNKWWMCKSXAG9TDQXXABQWYW,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-YDC002-V01-3069,leka-project-0z1i2lmz,AthensGarden-8CompartmentCabinet,vendor_doc_no_images,0,,0.9,"The image shows a cabinet with 10 compartments, but the product description specifies an '8-CompartmentCabinet'.",,prod_01KNKWWMS8843FMF6HWT2FMZKG,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-YDC002-V01-3071,leka-project-5p09xiik,AthensGarden-8CompartmentCabinet,vendor_doc_no_images,0,,0.9,"The image displays a cabinet with 10 distinct compartments (4 on the top row, 2 wide ones on the middle row, and 4 on the bottom row), which does not match the product description of an '8CompartmentCabinet'.",,prod_01KNKWWN5Y7KQEKW8VZ42A6041,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-YDC004-V01-3069,leka-project-ap0tw9zu,AthensGarden-OpenBack5CompartmentCabinet,vendor_doc_no_images,0,,1.0,"The image shows a cabinet with 6 compartments, but the description specifies a '5 Compartment Cabinet'.",,prod_01KNKWWPEHJXJB3BRPDZ7MS5BA,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-YDC004-V01-3071,leka-project-2b1xcbwe,AthensGarden-OpenBack5CompartmentCabinet,vendor_doc_no_images,0,,1.0,"The image clearly shows a cabinet with eight distinct compartments (four on the top shelf and four on the bottom shelf), which contradicts the product description of a '5 Compartment Cabinet'.",,prod_01KNKWWQ2R1NAS9VWFYYVFRAY7,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-YDC024-30,leka-project-afap7bri,AthensGarden-3ShelfCabinetL80-Maple,vendor_doc_no_images,0,,,,,prod_01KNKWWWY1B7HCSQVSTAN2VCMA,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
KB1-YDC025-30,leka-project-bjoiy8z8,AthensGarden-3ShelfMulti-StorageCabinetL80-Maple,vendor_doc_no_images,0,,,,,prod_01KNKWWXBTFH4ED1AT40B7GGH5,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
